metric,baseline_seen_mean,baseline_seen_std,full_seen_mean,full_seen_std,difference_right_minus_left
r,197.8197158446602,36.145526494565296,49.142134251497005,37.1935549899451,-148.6775815931632
l,193.29126213592232,31.87863968238353,119.40119760479043,80.47569863534122,-73.8900645311319
violation_count,180.46601941747574,30.830598352674457,39.93413173652694,26.9007855227608,-140.53188768094878
near_miss_count,18.58252427184466,21.939097641659913,0.2634730538922156,0.4418416116796854,-18.319051217952445
shield_count,0.0,0.0,39.93413173652694,26.9007855227608,39.93413173652694
action_correction_mean,0.0,0.0,0.6915048044889979,0.09139482163718773,0.6915048044889979
reward_penalty_sum,0.0,0.0,4.300439214055053,2.967195338916895,4.300439214055053
