run_dir,episodes,r_mean,r_std,l_mean,l_std,violation_count_mean,violation_count_std,near_miss_count_mean,near_miss_count_std,shield_count_mean,shield_count_std,action_correction_mean_mean,action_correction_mean_std,reward_penalty_sum_mean,reward_penalty_sum_std,group
runs\pilot_baseline_seen_s0,103,197.8197158446602,36.145526494565296,193.29126213592232,31.87863968238353,180.46601941747574,30.830598352674457,18.58252427184466,21.939097641659913,0.0,0.0,0.0,0.0,0.0,0.0,baseline_seen
runs\pilot_full_seen_s0,167,49.142134251497005,37.1935549899451,119.40119760479043,80.47569863534122,39.93413173652694,26.9007855227608,0.2634730538922156,0.4418416116796854,39.93413173652694,26.9007855227608,0.6915048044889979,0.09139482163718773,4.300439214055053,2.967195338916895,full_seen
runs\pilot_baseline_unseen_s0,103,197.8197158446602,36.145526494565296,193.29126213592232,31.87863968238353,180.46601941747574,30.830598352674457,18.58252427184466,21.939097641659913,0.0,0.0,0.0,0.0,0.0,0.0,baseline_unseen
runs\pilot_full_unseen_s0,167,49.142134251497005,37.1935549899451,119.40119760479043,80.47569863534122,39.93413173652694,26.9007855227608,0.2634730538922156,0.4418416116796854,39.93413173652694,26.9007855227608,0.6915048044889979,0.09139482163718773,4.300439214055053,2.967195338916895,full_unseen
