switch_id,switch_step,steps_since_switch,near_miss,violation,shield_used,clearance,tag,mode,algo,env,method,p_stay,seed,run_name
12,1148,4,0,1,0,25.59922590255728,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
12,1148,5,1,0,0,52.09205560684196,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
12,1148,6,1,0,0,83.24542398452748,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
12,1148,7,1,0,0,99.60281763076772,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
12,1148,8,1,0,0,119.40465936660756,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
12,1148,9,1,0,0,151.06494359970077,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,0,0,1,0,8.363425445556636,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,1,1,0,0,55.02208023071288,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,2,1,0,0,74.91591739654541,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,3,1,0,0,84.53591985702512,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,4,1,0,0,97.62092523574827,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,5,1,0,0,128.20056409835811,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,6,1,0,0,160.27458486556998,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,7,0,0,0,199.8424926757812,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,8,0,0,0,204.69758949279776,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
13,1268,9,0,0,0,232.6506000518798,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,0,0,1,0,-1.6312412261962592,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,1,0,1,0,31.06326198577885,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,2,0,1,0,26.252228355407745,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,3,1,0,0,54.89191265106205,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,4,1,0,0,91.2749675750733,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,5,1,0,0,140.95788688659673,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,6,1,0,0,170.10534667968756,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,7,0,0,0,206.49792671203625,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,8,0,0,0,252.28046083450323,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
14,1328,9,0,0,0,253.4107102394104,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,0,0,1,0,25.584622859954838,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,1,0,1,0,36.73064680099485,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,2,0,1,0,33.02573232650757,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,3,1,0,0,46.511149120330806,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,4,1,0,0,59.60417308807374,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,5,1,0,0,65.0230001449585,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,6,1,0,0,84.42628459930418,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,7,1,0,0,115.08236484527583,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,8,1,0,0,122.82468872070312,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
15,1388,9,1,0,0,130.945544052124,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,0,0,1,0,12.612223052978509,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,1,0,1,0,34.57827749252316,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,2,1,0,0,60.644832515716544,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,3,1,0,0,84.87494812011718,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,4,1,0,0,98.21998596191406,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,5,1,0,0,100.54901752471925,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,6,1,0,0,100.75694904327388,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
16,1448,7,1,0,0,114.70495758056634,grid16,continuous,sac,highway_v0,baseline,0.5,0,grid16__continuous__sac__highway_v0__baseline__pstay_0p5__seed_0
