rows,runs,contexts,clearance_min,clearance_mean,clearance_median,clearance_max,current_violation_rate,current_near_miss_rate,current_tau_violation_mean,current_tau_near_miss_mean,q01,q02,q05,q10,q15,q20,q25,q50
600,1,6,-13.416933059692385,616.9904507931315,608.3135148239136,1444.814208984375,0.016666666666666666,0.0,8.5,12.5,-9.788878574371338,17.04086814880371,35.31757970809945,88.29346242904663,153.44246064186086,232.79039312133793,297.2153977632522,608.3135148239136
