rows,runs,contexts,metric_name,metric_min,metric_mean,metric_median,metric_max,current_violation_rate,current_near_miss_rate,current_tau_violation_mean,current_tau_near_miss_mean,q50,q70,q80,q85,q90,q95,q98,q99
45888,6,2,proxy_cost,0.0004167556762695,1.3826804382608349,1.281354010105133,7.768183708190918,0.19201098326359833,0.02403678521617852,2.0034955701942723,5.6702611667622325,1.281354010105133,1.7215785384178157,1.9765522599220269,2.185829950869083,2.3423109352588662,2.6854233205318456,2.9948447942733765,3.1993869692087156
